1,2.888888888888889,1041,25505,1.7777777777777777,942,16103,2.6666666666666665,1173,24746,5.333333333333333,1028,24727,5.833333333333333,1227,38022,2.2222222222222223,735,13750,3.5,1020,17146,0.3888888888888889,773,13561,1.3333333333333333,906,27271,1.6,868,24582,53.08,2.79,47.64,2.85,49.64,2.96,53.12,2.4,48.69,2.61,48.32,1.93,47.86,2.28,51.63,2.21,51.95,2.52,50.97,2.37
0,1.7142857142857142,1204,22823,1.9,820,12526,0.9333333333333333,736,14879,1.6,961,20989,2.0,764,7081,4.25,1215,33059,4.0,856,11262,4.142857142857143,1296,27032,9.0,1578,34017,6.8,1280,35229,47.18,3.02,48.06,2.7,49.17,3.07,47.64,2.85,51.66,2.38,51.95,2.52,53.96,2.08,47.1,2.68,49.48,2.5,51.32,2.8
0,1.8,999,20432,0.6,651,6440,2.0,1338,19379,2.2857142857142856,787,12730,1.25,790,12790,4.0,1571,43728,1.1666666666666667,1013,19027,1.4285714285714286,650,10699,1.0909090909090908,1055,17545,4.4,1507,39669,48.06,2.7,51.95,2.52,49.8,2.84,53.12,2.4,53.01,2.73,49.11,2.34,50.78,2.5,49.45,2.33,47.1,2.68,45.38,2.27
1,4.25,817,10387,6.0,1107,23740,3.0,831,8022,10.5,1707,28884,9.0,700,11742,0.5714285714285714,431,3509,0.375,249,3128,1.0,798,9304,1.0,811,21696,1.5,853,13736,54.57,3.11,49.22,2.72,53.68,2.8,45.21,2.12,51.85,2.71,53.5,2.31,53.96,2.08,51.89,2.54,57.15,3.87,47.1,2.68
0,1.8333333333333333,669,9374,0.8,836,10810,1.4285714285714286,529,5016,0.7,463,6289,0.16666666666666666,632,5319,4.333333333333333,1061,14110,4.5,873,17928,5.0,871,16076,17.0,1534,35147,6.666666666666667,663,9613,49.11,2.34,49.17,3.07,50.13,2.18,53.12,2.4,45.92,2.77,45.06,2.37,51.32,2.8,53.08,2.79,50.78,2.7,53.96,2.08
0,1.875,900,19271,1.625,430,6219,1.0,805,9784,1.8,694,6427,2.2,991,16061,9.5,1375,27573,1.8333333333333333,766,6117,4.75,879,16131,5.5,919,11881,2.0,1063,16298,50.76,2.7,48.32,1.93,44.51,2.38,50.54,2.7,47.1,2.68,49.8,2.84,53.96,2.08,50.52,2.8,52.92,2.72,49.12,2.72
1,4.714285714285714,1327,44097,1.7333333333333334,795,17321,2.5,864,16113,4.666666666666667,1283,35657,4.444444444444445,1503,64590,0.8571428571428571,1070,25116,4.571428571428571,1323,48471,1.5294117647058822,950,30078,1.45,725,11231,5.6,1228,51400,49.8,2.84,53.12,2.4,48.32,1.93,49.6,3.23,46.24,2.95,45.97,2.96,50.78,2.7,47.64,2.85,46.21,2.37,51.79,2.83
1,4.0,1027,29454,6.285714285714286,1424,67352,3.5454545454545454,1070,40347,2.75,825,19843,2.357142857142857,865,27144,1.6428571428571428,1269,42079,1.3157894736842106,561,17815,6.2,1216,60168,1.4736842105263157,818,15739,3.6,1332,61685,49.6,3.23,50.78,2.7,53.12,2.4,51.83,2.29,49.45,2.33,48.69,2.61,53.02,1.8,49.17,3.07,50.52,2.8,49.45,3.31
1,1.5,1298,27500,2.25,1090,20083,1.7,1058,13170,3.1,1231,29864,1.125,741,11844,4.375,1022,28166,3.857142857142857,1070,16489,2.888888888888889,1464,43262,3.111111111111111,1225,30122,4.5,828,10112,41.97,1.93,44.27,2.42,49.8,2.84,49.6,3.23,51.32,2.8,54.57,3.11,53.12,2.4,50.76,2.61,49.47,2.75,46.21,2.37
1,2.3333333333333335,1034,22382,5.6,1302,29552,3.5,1039,19868,2.125,902,19131,2.0,582,8619,2.076923076923077,880,37035,2.0,538,9350,2.875,849,14862,2.125,1039,16514,2.1,863,13704,53.5,2.31,47.1,2.68,53.12,2.4,46.24,2.95,46.21,2.37,46.84,2.44,44.27,2.42,48.06,2.7,49.17,3.07,48.32,1.93
1,4.5,1190,36131,1.5714285714285714,749,7347,1.7272727272727273,899,19293,5.4,1408,42122,4.0,762,32923,3.0,1094,32066,2.0,592,12922,4.0,879,17904,1.6363636363636365,534,8744,3.8,1113,27203,57.88,3.87,44.27,2.42,53.5,2.31,49.72,3.08,52.33,2.48,54.83,2.71,54.67,2.41,49.17,3.07,49.41,2.4,54.69,2.72
1,3.6,861,15856,7.0,1139,35901,7.0,1299,26488,2.125,789,9137,1.0,697,11186,1.875,680,5237,4.6,846,10683,2.142857142857143,975,12947,0.6923076923076923,715,8652,2.125,854,14204,53.02,1.8,50.76,2.7,49.8,2.84,45.24,2.38,47.64,2.85,48.32,1.93,48.06,2.7,50.97,2.37,44.51,2.38,47.18,3.02
0,3.25,1065,39297,16.5,938,35760,1.9285714285714286,721,21668,2.9,681,21193,2.1538461538461537,1031,53063,8.4,1180,46721,3.75,962,27207,5.166666666666667,1139,23318,2.6,1048,25483,2.8333333333333335,892,19853,50.76,2.61,51.32,2.8,48.54,2.45,53.96,2.08,49.47,2.75,49.12,2.72,53.12,2.4,55.72,3.5,51.12,2.19,53.67,3.04
1,2.4285714285714284,813,27929,3.3333333333333335,1119,37069,3.0,790,18439,2.1818181818181817,997,29370,1.125,520,4162,2.2222222222222223,763,13982,4.571428571428571,675,18336,8.666666666666666,711,11901,3.25,950,17299,8.25,1004,34445,45.92,2.16,51.63,2.21,53.12,2.4,51.67,2.53,52.5,2.34,53.5,2.31,49.41,2.4,48.85,2.41,49.8,2.84,49.12,2.72
0,2.111111111111111,1256,48729,2.3636363636363638,580,8596,2.4545454545454546,1156,48612,1.4,581,12501,2.4,1271,31555,8.2,1328,45412,2.090909090909091,1318,35761,2.0833333333333335,772,17667,2.6923076923076925,989,22590,8.25,1330,35098,57.88,3.87,46.21,2.37,49.47,2.75,53.96,2.08,44.5,2.16,49.12,2.72,50.97,2.37,50.16,2.44,53.12,2.4,49.72,3.08
1,4.0,667,6381,14.0,981,11226,9.0,1350,23822,1.4444444444444444,509,6101,5.666666666666667,1085,22871,1.7142857142857142,794,11541,1.1666666666666667,756,5008,3.3333333333333335,966,14622,1.75,824,8898,1.5,530,8720,50.13,2.18,45.06,2.37,50.97,2.37,52.92,2.72,57.15,3.87,51.85,2.71,49.6,3.23,55.72,3.5,45.92,2.77,50.16,2.44
1,3.076923076923077,1214,88733,4.0,1123,45602,1.7857142857142858,799,18026,2.2,1235,34139,3.0,1023,24472,2.0,963,28366,3.2,892,13032,7.0,1369,61276,2.2,974,40705,3.0833333333333335,1068,46705,57.15,3.87,51.95,2.52,51.66,2.38,50.97,2.37,53.96,2.08,53.12,2.4,49.41,2.4,49.64,2.96,51.85,2.71,50.76,2.7
